file_path,label,source,artist,title,year,source_url,wikiart_style,split
data/images/Renaissance/luca_signorelli_madonna_and_child_with_prophets.jpg,Renaissance,wikiart,Luca Signorelli,Madonna and Child with Prophets,1490,https://www.wikiart.org/en/luca-signorelli/madonna-and-child-with-prophets,high-renaissance,train
data/images/Renaissance/luca_signorelli_scenes_from_the_lives_of_joachim_and_anne.jpg,Renaissance,wikiart,Luca Signorelli,Scenes from the Lives of Joachim and Anne,1490,https://www.wikiart.org/en/luca-signorelli/scenes-from-the-lives-of-joachim-and-anne,high-renaissance,train
data/images/Renaissance/luca_signorelli_the_birth_of_the_virgin.jpg,Renaissance,wikiart,Luca Signorelli,The Birth of the Virgin,1490,https://www.wikiart.org/en/luca-signorelli/the-birth-of-the-virgin,high-renaissance,train
data/images/Renaissance/andrea_mantegna_madonna_and_child.jpg,Renaissance,wikiart,Andrea Mantegna,Madonna and child,1490,https://www.wikiart.org/en/andrea-mantegna/madonna-and-child-jpg,high-renaissance,train
data/images/Renaissance/pinturicchio_semi-gods_ceiling.jpg,Renaissance,wikiart,Pinturicchio,Semi-Gods Ceiling,1490,https://www.wikiart.org/en/pinturicchio/semi-gods-ceiling-1490,high-renaissance,train
data/images/Renaissance/piero_di_cosimo_portrait_of_a_woman__said_to_be_of_simonetta_vespucci.jpg,Renaissance,wikiart,Piero di Cosimo,"Portrait of a Woman, said to be of Simonetta Vespucci",1490,https://www.wikiart.org/en/piero-di-cosimo/portrait-of-simonetta-vespucci-as-cleopatra-1490,high-renaissance,train
data/images/Renaissance/fra_bartolomeo_holy_family.jpg,Renaissance,wikiart,Fra Bartolomeo,Holy Family,1490,https://www.wikiart.org/en/fra-bartolomeo/holy-family,high-renaissance,train
data/images/Renaissance/filippino_lippi_annunciation.jpg,Renaissance,wikiart,Filippino Lippi,Annunciation,1490,https://www.wikiart.org/en/filippino-lippi/annunciation-1490,high-renaissance,train
data/images/Renaissance/filippino_lippi_the_holy_family_with_saint_john_the_baptist_and_saint_margaret.jpg,Renaissance,wikiart,Filippino Lippi,The Holy Family with Saint John the Baptist and Saint Margaret,1490,https://www.wikiart.org/en/filippino-lippi/the-holy-family-with-saint-john-the-baptist-and-saint-margaret-1490,high-renaissance,train
data/images/Renaissance/luca_signorelli_marriage_of_the_virgin.jpg,Renaissance,wikiart,Luca Signorelli,Marriage of the Virgin,1490-1491,https://www.wikiart.org/en/luca-signorelli/marriage-of-the-virgin-1491,high-renaissance,train
data/images/Renaissance/pinturicchio_st_catherine_s_disputation__detail_.jpg,Renaissance,wikiart,Pinturicchio,St Catherine's Disputation (detail),1491,https://www.wikiart.org/en/pinturicchio/st-catherine-s-disputation-detail-1491,high-renaissance,train
data/images/Renaissance/pinturicchio_the_arithmetic.jpg,Renaissance,wikiart,Pinturicchio,The Arithmetic,1491,https://www.wikiart.org/en/pinturicchio/the-arithmetic-1491,high-renaissance,train
data/images/Renaissance/michelangelo_crucifixion.jpg,Renaissance,wikiart,Michelangelo,Crucifixion,1492,https://www.wikiart.org/en/michelangelo/crucifixion-1492,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_coition_of_a_hemisected_man_and_woman.jpg,Renaissance,wikiart,Leonardo da Vinci,Coition of a Hemisected Man and Woman,1492,https://www.wikiart.org/en/leonardo-da-vinci/coition-of-a-hemisected-man-and-woman,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_studies_of_the_sexual_act_and_male_sexual_organ.jpg,Renaissance,wikiart,Leonardo da Vinci,Studies of the sexual act and male sexual organ,1492,https://www.wikiart.org/en/leonardo-da-vinci/studies-of-the-sexual-act-and-male-sexual-organ,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_the_proportions_of_the_human_figure__the_vitruvian_man_.jpg,Renaissance,wikiart,Leonardo da Vinci,The proportions of the human figure (The Vitruvian Man),1492,https://www.wikiart.org/en/leonardo-da-vinci/the-proportions-of-the-human-figure-the-vitruvian-man-1492,high-renaissance,train
data/images/Renaissance/luca_signorelli_holy_family_with_st__catherine.jpg,Renaissance,wikiart,Luca Signorelli,Holy Family with St. Catherine,1490-1492,https://www.wikiart.org/en/luca-signorelli/holy-family-with-st-catherine-1492,high-renaissance,train
data/images/Renaissance/luca_signorelli_portrait_of_an_elderly_man.jpg,Renaissance,wikiart,Luca Signorelli,Portrait of an Elderly Man,1492,https://www.wikiart.org/en/luca-signorelli/portrait-of-an-elderly-man,high-renaissance,train
data/images/Renaissance/andrea_mantegna_descent_into_limbo.jpg,Renaissance,wikiart,Andrea Mantegna,Descent into Limbo,1492,https://www.wikiart.org/en/andrea-mantegna/descent-into-limbo-1492,high-renaissance,train
data/images/Renaissance/pietro_perugino_madonna_enthroned_with_st__john_the_tufer_and_st__sebastian__det.jpg,Renaissance,wikiart,Pietro Perugino,Madonna Enthroned with St. John the Tufer and St. Sebastian (detail),1493,https://www.wikiart.org/en/pietro-perugino/madonna-enthroned-with-st-john-the-tufer-and-st-sebastian-detail,high-renaissance,train
data/images/Renaissance/vittore_carpaccio_portrait_of_an_unknown_man_with_red_beret.jpg,Renaissance,wikiart,Vittore Carpaccio,Portrait of an Unknown Man with Red Beret,1493,https://www.wikiart.org/en/vittore-carpaccio/portrait-of-an-unknown-man-with-red-beret-1493,high-renaissance,train
data/images/Renaissance/vittore_carpaccio_the_martyrdom_of_the_pilgrims_and_the_funeral_of_st__ursula__f.jpg,Renaissance,wikiart,Vittore Carpaccio,"The Martyrdom of the Pilgrims and the Funeral of St. Ursula, from the St. Ursula Cycle, 1490-94",1493,https://www.wikiart.org/en/vittore-carpaccio/the-martyrdom-of-the-pilgrims-and-the-funeral-of-st-ursula-from-the-st-ursula-cycle-1490-94-1493,high-renaissance,train
data/images/Renaissance/vittore_carpaccio_the_pilgrims_meet_pope_cyriac_before_the_walls_of_rome.jpg,Renaissance,wikiart,Vittore Carpaccio,The Pilgrims Meet Pope Cyriac before the Walls of Rome,1493,https://www.wikiart.org/en/vittore-carpaccio/the-pilgrims-meet-pope-cyriac-before-the-walls-of-rome-1493,high-renaissance,train
data/images/Renaissance/cima_da_conegliano_the_baptism_of_christ.jpg,Renaissance,wikiart,Cima da Conegliano,The Baptism of Christ,1493,https://www.wikiart.org/en/cima-da-conegliano/the-baptism-of-christ,high-renaissance,train
data/images/Renaissance/michelangelo_st__petronius.jpg,Renaissance,wikiart,Michelangelo,St. Petronius,1494,https://www.wikiart.org/en/michelangelo/st-petronius-1494,high-renaissance,train
data/images/Renaissance/michelangelo_st__proculus.jpg,Renaissance,wikiart,Michelangelo,St. Proculus,1494,https://www.wikiart.org/en/michelangelo/st-proculus-1494,high-renaissance,train
data/images/Renaissance/michelangelo_angel_with_candlestick.jpg,Renaissance,wikiart,Michelangelo,Angel with Candlestick,1495,https://www.wikiart.org/en/michelangelo/angel-with-candlestick-1495,high-renaissance,train
data/images/Renaissance/pietro_perugino_pieta.jpg,Renaissance,wikiart,Pietro Perugino,Pieta,1494-1495,https://www.wikiart.org/en/pietro-perugino/pieta-1495,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_canal_bridge.jpg,Renaissance,wikiart,Leonardo da Vinci,Canal bridge,1495,https://www.wikiart.org/en/leonardo-da-vinci/canal-bridge,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_head_of_st__andrew.jpg,Renaissance,wikiart,Leonardo da Vinci,Head of St. Andrew,1494-1495,https://www.wikiart.org/en/leonardo-da-vinci/head-of-st-andrew,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_head_of_st__james_the_less.jpg,Renaissance,wikiart,Leonardo da Vinci,Head of St. James the Less,1494-1495,https://www.wikiart.org/en/leonardo-da-vinci/head-of-st-james-the-less,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_heads_of_judas_and_peter.jpg,Renaissance,wikiart,Leonardo da Vinci,Heads of Judas and Peter,1494-1495,https://www.wikiart.org/en/leonardo-da-vinci/heads-of-judas-and-peter,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_heads_of_sts_thomas_and_james_the_greater.jpg,Renaissance,wikiart,Leonardo da Vinci,Heads of Sts Thomas and James the Greater,1494-1495,https://www.wikiart.org/en/leonardo-da-vinci/heads-of-sts-thomas-and-james-the-greater,high-renaissance,train
data/images/Renaissance/cima_da_conegliano_madonna_of_the_orange_tree_with_st__ludovic_of_toulouse_and_s.jpg,Renaissance,wikiart,Cima da Conegliano,Madonna of the Orange Tree with St. Ludovic of Toulouse and St. Jerome,1495,https://www.wikiart.org/en/cima-da-conegliano/madonna-of-the-orange-tree-with-st-ludovic-of-toulouse-and-st-jerome,high-renaissance,train
data/images/Renaissance/cima_da_conegliano_st__helena.jpg,Renaissance,wikiart,Cima da Conegliano,St. Helena,1495,https://www.wikiart.org/en/cima-da-conegliano/st-helena,high-renaissance,train
data/images/Renaissance/cima_da_conegliano_st__jerome_in_the_wilderness.jpg,Renaissance,wikiart,Cima da Conegliano,St. Jerome in the Wilderness,1495,https://www.wikiart.org/en/cima-da-conegliano/st-jerome-in-the-wilderness,high-renaissance,train
data/images/Renaissance/cima_da_conegliano_the_annunciation.jpg,Renaissance,wikiart,Cima da Conegliano,The Annunciation,1495,https://www.wikiart.org/en/cima-da-conegliano/the-annunciation-1495,high-renaissance,train
data/images/Renaissance/andrea_solario_man_with_a_pink_carnation.jpg,Renaissance,wikiart,Andrea Solario,Man with a Pink Carnation,1495,https://www.wikiart.org/en/andrea-solario/man-with-a-pink-carnation,high-renaissance,train
data/images/Renaissance/andrea_mantegna_children_playing_with_masks.jpg,Renaissance,wikiart,Andrea Mantegna,Children playing with masks,1495,https://www.wikiart.org/en/andrea-mantegna/children-playing-with-masks-1495,high-renaissance,train
data/images/Renaissance/andrea_mantegna_judith_with_the_head_of_holofernes.jpg,Renaissance,wikiart,Andrea Mantegna,Judith with the Head of Holofernes,1490-1495,https://www.wikiart.org/en/andrea-mantegna/judith-with-the-head-of-holofernes-1495,high-renaissance,train
data/images/Renaissance/andrea_mantegna_the_infant_redeemer.jpg,Renaissance,wikiart,Andrea Mantegna,The Infant Redeemer,1485-1495,https://www.wikiart.org/en/andrea-mantegna/the-infant-redeemer-1495,high-renaissance,train
data/images/Renaissance/andrea_mantegna_virgin_and_child.jpg,Renaissance,wikiart,Andrea Mantegna,Virgin and Child,1480-1495,https://www.wikiart.org/en/andrea-mantegna/virgin-and-child-1495,high-renaissance,train
data/images/Renaissance/giovanni_antonio_boltraffio_girl_with_cherries__also_attributed_to_giovanni_ambr.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,Girl with Cherries (also attributed to Giovanni Ambrogio de Predis),1495,https://www.wikiart.org/en/giovanni-antonio-boltraffio/girl-with-cherries-also-attributed-to-giovanni-ambrogio-de-predis-1495,high-renaissance,train
data/images/Renaissance/giovanni_antonio_boltraffio_portrait_of_gerolamo_casio.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,Portrait of Gerolamo Casio,1495,https://www.wikiart.org/en/giovanni-antonio-boltraffio/portrait-of-gerolamo-casio-1495,high-renaissance,train
data/images/Renaissance/giovanni_antonio_boltraffio_the_adolescent_saviour.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,The Adolescent Saviour,1490-1495,https://www.wikiart.org/en/giovanni-antonio-boltraffio/the-adolescent-saviour,high-renaissance,train
data/images/Renaissance/pinturicchio_madonna_with_writing_child_and_bishop.jpg,Renaissance,wikiart,Pinturicchio,Madonna with Writing Child and Bishop,1495,https://www.wikiart.org/en/pinturicchio/madonna-with-writing-child-and-bishop-1495,high-renaissance,train
data/images/Renaissance/piero_di_cosimo_a_satyr_mourning_over_a_nymph.jpg,Renaissance,wikiart,Piero di Cosimo,A Satyr mourning over a Nymph,1495,https://www.wikiart.org/en/piero-di-cosimo/a-satyr-mourning-over-a-nymph-1495,high-renaissance,train
data/images/Renaissance/antonio_del_pollaiolo_hercules.jpg,Renaissance,wikiart,Antonio del Pollaiolo,Hercules,1455-1495,https://www.wikiart.org/en/antonio-del-pollaiolo/hercules-1495,high-renaissance,train
data/images/Renaissance/vittore_carpaccio_christ_with_the_symbols_of_the_passion_surrounded_by_angels.jpg,Renaissance,wikiart,Vittore Carpaccio,Christ with the Symbols of the Passion Surrounded by Angels,1496,https://www.wikiart.org/en/vittore-carpaccio/christ-with-the-symbols-of-the-passion-surrounded-by-angels-1496,high-renaissance,train
data/images/Renaissance/cima_da_conegliano_madonna_and_child_enthroned_with_saints.jpg,Renaissance,wikiart,Cima da Conegliano,Madonna and Child Enthroned with Saints,1496,https://www.wikiart.org/en/cima-da-conegliano/madonna-and-child-enthroned-with-saints,high-renaissance,train
data/images/Renaissance/luca_signorelli_portrait_of_vitellozzo_vitelli.jpg,Renaissance,wikiart,Luca Signorelli,Portrait of Vitellozzo Vitelli,1492-1496,https://www.wikiart.org/en/luca-signorelli/portrait-of-vitellozzo-vitelli,high-renaissance,train
data/images/Renaissance/filippino_lippi_adorazione_dei_magi.jpg,Renaissance,wikiart,Filippino Lippi,Adorazione Dei Magi,1496,https://www.wikiart.org/en/filippino-lippi/adorazione-dei-magi-1496,high-renaissance,train
data/images/Renaissance/gentile_bellini_procession_of_the_true_cross__procession_in_st__mark_s_square_.jpg,Renaissance,wikiart,Gentile Bellini,Procession of the True Cross (Procession in St. Mark's Square),1496,https://www.wikiart.org/en/gentile-bellini/processione-della-vera-croce-a-piazza-san-marco-a-venezia-1496,high-renaissance,train
data/images/Renaissance/gentile_bellini_self-portrait.jpg,Renaissance,wikiart,Gentile Bellini,Self-portrait,1496,https://www.wikiart.org/en/gentile-bellini/self-portrait-1496,high-renaissance,train
data/images/Renaissance/michelangelo_bacchus.jpg,Renaissance,wikiart,Michelangelo,Bacchus,1497,https://www.wikiart.org/en/michelangelo/bacchus-1497,high-renaissance,train
data/images/Renaissance/michelangelo_the_virgin_and_child_with_saint_john_and_angels__manchester_madonna.jpg,Renaissance,wikiart,Michelangelo,The Virgin and Child with Saint John and Angels (Manchester Madonna),1497,https://www.wikiart.org/en/michelangelo/the-virgin-and-child-with-saint-john-and-angels-manchester-madonna,high-renaissance,train
data/images/Renaissance/pietro_perugino_christ_in_pieta.jpg,Renaissance,wikiart,Pietro Perugino,Christ in Pieta,1497,https://www.wikiart.org/en/pietro-perugino/christ-in-pieta,high-renaissance,train
data/images/Renaissance/pietro_perugino_pala_di_fano__assumption_.jpg,Renaissance,wikiart,Pietro Perugino,Pala di Fano (Assumption),1497,https://www.wikiart.org/en/pietro-perugino/pala-di-fano-assumption,high-renaissance,train
data/images/Renaissance/pietro_perugino_prudence_and_justice_with_six_antique_wisemen.jpg,Renaissance,wikiart,Pietro Perugino,Prudence and Justice with Six Antique Wisemen,1497,https://www.wikiart.org/en/pietro-perugino/prudence-and-justice-with-six-antique-wisemen,high-renaissance,train
data/images/Renaissance/pietro_perugino_the_annunciation.jpg,Renaissance,wikiart,Pietro Perugino,The Annunciation,1497,https://www.wikiart.org/en/pietro-perugino/the-annunciation,high-renaissance,train
data/images/Renaissance/cima_da_conegliano_madonna_and_child.jpg,Renaissance,wikiart,Cima da Conegliano,Madonna and Child,1497,https://www.wikiart.org/en/cima-da-conegliano/madonna-and-child-1,high-renaissance,train
data/images/Renaissance/andrea_solario_portrait_of_a_man.jpg,Renaissance,wikiart,Andrea Solario,Portrait of a Man,1497,https://www.wikiart.org/en/andrea-solario/portrait-of-a-man,high-renaissance,train
data/images/Renaissance/andrea_mantegna_four_muses.jpg,Renaissance,wikiart,Andrea Mantegna,Four Muses,1497,https://www.wikiart.org/en/andrea-mantegna/four-muses-1497,high-renaissance,train
data/images/Renaissance/andrea_mantegna_muse.jpg,Renaissance,wikiart,Andrea Mantegna,Muse,1497,https://www.wikiart.org/en/andrea-mantegna/muse-1497,high-renaissance,train
data/images/Renaissance/andrea_mantegna_the_parnassus__mars_and_venus.jpg,Renaissance,wikiart,Andrea Mantegna,The Parnassus: Mars and Venus,1497,https://www.wikiart.org/en/andrea-mantegna/the-parnassus-mars-and-venus-1497,high-renaissance,train
data/images/Renaissance/pietro_perugino_madonna_of_consolation.jpg,Renaissance,wikiart,Pietro Perugino,Madonna of Consolation,1496-1498,https://www.wikiart.org/en/pietro-perugino/madonna-of-consolation-1498,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_seated_old_man.jpg,Renaissance,wikiart,Leonardo da Vinci,Seated old man,1487-1498,https://www.wikiart.org/en/leonardo-da-vinci/seated-old-man,high-renaissance,train
data/images/Renaissance/vittore_carpaccio_portrait_of_a_woman.jpg,Renaissance,wikiart,Vittore Carpaccio,Portrait of a Woman,1498,https://www.wikiart.org/en/vittore-carpaccio/portrait-of-a-woman-1498,high-renaissance,train
data/images/Renaissance/vittore_carpaccio_the_departure_of_the_english_ambassadors.jpg,Renaissance,wikiart,Vittore Carpaccio,The Departure of the English Ambassadors,1498,https://www.wikiart.org/en/vittore-carpaccio/the-departure-of-the-english-ambassadors-1498,high-renaissance,train
data/images/Renaissance/cima_da_conegliano_the_healing_of_anianus.jpg,Renaissance,wikiart,Cima da Conegliano,The Healing of Anianus,1498,https://www.wikiart.org/en/cima-da-conegliano/the-healing-of-anianus,high-renaissance,train
data/images/Renaissance/luca_signorelli_virgin_with_child.jpg,Renaissance,wikiart,Luca Signorelli,Virgin with Child,1495-1498,https://www.wikiart.org/en/luca-signorelli/virgin-with-child-1498,high-renaissance,train
data/images/Renaissance/luca_signorelli_the_martyrdom_of_st__sebastian.jpg,Renaissance,wikiart,Luca Signorelli,The Martyrdom of St. Sebastian,1498,https://www.wikiart.org/en/luca-signorelli/the-martyrdom-of-st-sebastian-1,high-renaissance,train
data/images/Renaissance/luca_signorelli_st__augustine_altarpiece__left_wing_.jpg,Renaissance,wikiart,Luca Signorelli,St. Augustine Altarpiece (left wing),1498,https://www.wikiart.org/en/luca-signorelli/st-augustine-altarpiece-left-wing,high-renaissance,train
data/images/Renaissance/giovanni_antonio_boltraffio_francesco_sforza__count_of_pavia_.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,"Francesco Sforza, count of Pavia?",1498,https://www.wikiart.org/en/giovanni-antonio-boltraffio/francesco-sforza-count-of-pavia-1498,high-renaissance,train
data/images/Renaissance/pinturicchio_madonna_with_writing_child.jpg,Renaissance,wikiart,Pinturicchio,Madonna with Writing Child,1498,https://www.wikiart.org/en/pinturicchio/madonna-with-writing-child-1498,high-renaissance,train
data/images/Renaissance/filippino_lippi_allegory.jpg,Renaissance,wikiart,Filippino Lippi,Allegory,1498,https://www.wikiart.org/en/filippino-lippi/allegory-1498,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_la_bella_principessa_-_portrait_of_bianca_sforza.jpg,Renaissance,wikiart,Leonardo da Vinci,La Bella Principessa - Portrait of Bianca Sforza,1495-1498,https://www.wikiart.org/en/leonardo-da-vinci/portrait-of-bianca-sforza,high-renaissance,train
data/images/Renaissance/michelangelo_pieta.jpg,Renaissance,wikiart,Michelangelo,Pieta,1499,https://www.wikiart.org/en/michelangelo/pieta-1499,high-renaissance,train
data/images/Renaissance/giovanni_antonio_boltraffio_saint_sebastian.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,Saint Sebastian,1490-1499,https://www.wikiart.org/en/giovanni-antonio-boltraffio/saint-sebastian,high-renaissance,train
data/images/Renaissance/giovanni_antonio_boltraffio_st__barbara.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,St. Barbara,1493-1499,https://www.wikiart.org/en/giovanni-antonio-boltraffio/st-barbara-1499,high-renaissance,train
data/images/Renaissance/filippino_lippi_kneeling_saint_mary_magdalene_and_standing_christ.jpg,Renaissance,wikiart,Filippino Lippi,Kneeling Saint Mary Magdalene and Standing Christ,1499,https://www.wikiart.org/en/filippino-lippi/kneeling-saint-mary-magdalene-and-standing-christ-1499,high-renaissance,train
data/images/Renaissance/giorgione_the_holy_family__madonna_benson_.jpg,Renaissance,wikiart,Giorgione,The Holy Family (Madonna Benson),1500,https://www.wikiart.org/en/giorgione/the-holy-family-madonna-benson-1500,high-renaissance,train
data/images/Renaissance/giorgione_portrait_of_a_youth__antonio_broccardo_.jpg,Renaissance,wikiart,Giorgione,Portrait of a Youth (Antonio Broccardo),1500,https://www.wikiart.org/en/giorgione/portrait-of-a-youth-antonio-broccardo-1500,high-renaissance,train
data/images/Renaissance/giovanni_bellini_the_annunciation.jpg,Renaissance,wikiart,Giovanni Bellini,The Annunciation,1500,https://www.wikiart.org/en/giovanni-bellini/the-annunciation-1500,high-renaissance,train
data/images/Renaissance/giovanni_bellini_the_lamentation_over_the_body_of_christ.jpg,Renaissance,wikiart,Giovanni Bellini,The Lamentation over the Body of Christ,1500,https://www.wikiart.org/en/giovanni-bellini/the-lamentation-over-the-body-of-christ,high-renaissance,train
data/images/Renaissance/pietro_perugino_madonna_and_child_with_four_saints__tezi_altarpiece_.jpg,Renaissance,wikiart,Pietro Perugino,Madonna and Child with Four Saints (Tezi Altarpiece),1500,https://www.wikiart.org/en/pietro-perugino/madonna-and-child-with-four-saints-tezi-altarpiece,high-renaissance,train
data/images/Renaissance/pietro_perugino_polyptych_of_st__peter__san_costanzo_.jpg,Renaissance,wikiart,Pietro Perugino,Polyptych of St. Peter (San Costanzo),1496-1500,https://www.wikiart.org/en/pietro-perugino/polyptych-of-st-peter-san-costanzo-1500,high-renaissance,train
data/images/Renaissance/pietro_perugino_polyptych_of_st__peter__santa_flavia_.jpg,Renaissance,wikiart,Pietro Perugino,Polyptych of St. Peter (Santa Flavia),1500,https://www.wikiart.org/en/pietro-perugino/polyptych-of-st-peter-santa-flavia,high-renaissance,train
data/images/Baroque/sofonisba_anguissola_elisabeth_of_valois.jpg,Baroque,wikiart,Sofonisba Anguissola,Elisabeth of Valois,1561-1565,https://www.wikiart.org/en/sofonisba-anguissola/elisabeth-of-valois-1565,baroque,train
data/images/Baroque/agostino_carracci_st__catherine__from_the_episode__holy_women_.jpg,Baroque,wikiart,Agostino Carracci,"St. Catherine, from the episode ""Holy Women""",1576-1578,https://www.wikiart.org/en/agostino-carracci/st-catherine-from-the-episode-holy-women-1578,baroque,train
data/images/Baroque/guido_reni_assumption_of_the_virgin.jpg,Baroque,wikiart,Guido Reni,Assumption of the Virgin,1580,https://www.wikiart.org/en/guido-reni/assumption-of-the-virgin-1580,baroque,train
data/images/Baroque/paul_bril_landscape_with_roman_ruins.jpg,Baroque,wikiart,Paul Bril,Landscape with Roman Ruins,1580,https://www.wikiart.org/en/paul-bril/landscape-with-roman-ruins-1580,baroque,train
