file_path,label,source,artist,title,year,source_url,wikiart_style,split
data/images/Renaissance/leonardo_da_vinci_the_proportions_of_the_head.jpg,Renaissance,wikiart,Leonardo da Vinci,The proportions of the head,1490,https://www.wikiart.org/en/leonardo-da-vinci/the-proportions-of-the-head,high-renaissance,test
data/images/Renaissance/leonardo_da_vinci_various_figure_studies.jpg,Renaissance,wikiart,Leonardo da Vinci,Various figure studies,1490,https://www.wikiart.org/en/leonardo-da-vinci/various-figure-studies,high-renaissance,test
data/images/Renaissance/vittore_carpaccio_hunting_on_the_lagoon.jpg,Renaissance,wikiart,Vittore Carpaccio,Hunting on the Lagoon,1490,https://www.wikiart.org/en/vittore-carpaccio/hunting-on-the-lagoon,high-renaissance,train
data/images/Renaissance/vittore_carpaccio_two_venetian_ladies.jpg,Renaissance,wikiart,Vittore Carpaccio,Two Venetian Ladies,1490,https://www.wikiart.org/en/vittore-carpaccio/two-venetian-ladies,high-renaissance,train
data/images/Renaissance/luca_signorelli_the_crucifixion_with_st__mary_magdalen.jpg,Renaissance,wikiart,Luca Signorelli,The Crucifixion with St. Mary Magdalen,1490,https://www.wikiart.org/en/luca-signorelli/the-crucifixion-with-st-mary-magdalen,high-renaissance,train
data/images/Renaissance/luca_signorelli_the_holy_family.jpg,Renaissance,wikiart,Luca Signorelli,The Holy Family,1490,https://www.wikiart.org/en/luca-signorelli/the-holy-family,high-renaissance,train
data/images/Renaissance/luca_signorelli_madonna_and_child_with_prophets.jpg,Renaissance,wikiart,Luca Signorelli,Madonna and Child with Prophets,1490,https://www.wikiart.org/en/luca-signorelli/madonna-and-child-with-prophets,high-renaissance,train
data/images/Renaissance/luca_signorelli_scenes_from_the_lives_of_joachim_and_anne.jpg,Renaissance,wikiart,Luca Signorelli,Scenes from the Lives of Joachim and Anne,1490,https://www.wikiart.org/en/luca-signorelli/scenes-from-the-lives-of-joachim-and-anne,high-renaissance,train
data/images/Renaissance/luca_signorelli_the_birth_of_the_virgin.jpg,Renaissance,wikiart,Luca Signorelli,The Birth of the Virgin,1490,https://www.wikiart.org/en/luca-signorelli/the-birth-of-the-virgin,high-renaissance,train
data/images/Renaissance/andrea_solario_portrait_of_a_young_man.jpg,Renaissance,wikiart,Andrea Solario,Portrait of a Young Man,1490,https://www.wikiart.org/en/andrea-solario/portrait-of-a-young-man-1490,high-renaissance,test
data/images/Renaissance/andrea_mantegna_madonna_and_child.jpg,Renaissance,wikiart,Andrea Mantegna,Madonna and child,1490,https://www.wikiart.org/en/andrea-mantegna/madonna-and-child-jpg,high-renaissance,train
data/images/Renaissance/giovanni_antonio_boltraffio_madonna_litta.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,Madonna Litta,1490,https://www.wikiart.org/en/giovanni-antonio-boltraffio/madonna-litta-1490,high-renaissance,test
data/images/Renaissance/pinturicchio_semi-gods_ceiling.jpg,Renaissance,wikiart,Pinturicchio,Semi-Gods Ceiling,1490,https://www.wikiart.org/en/pinturicchio/semi-gods-ceiling-1490,high-renaissance,train
data/images/Renaissance/piero_di_cosimo_portrait_of_a_woman__said_to_be_of_simonetta_vespucci.jpg,Renaissance,wikiart,Piero di Cosimo,"Portrait of a Woman, said to be of Simonetta Vespucci",1490,https://www.wikiart.org/en/piero-di-cosimo/portrait-of-simonetta-vespucci-as-cleopatra-1490,high-renaissance,train
data/images/Renaissance/fra_bartolomeo_holy_family.jpg,Renaissance,wikiart,Fra Bartolomeo,Holy Family,1490,https://www.wikiart.org/en/fra-bartolomeo/holy-family,high-renaissance,train
data/images/Renaissance/filippino_lippi_annunciation.jpg,Renaissance,wikiart,Filippino Lippi,Annunciation,1490,https://www.wikiart.org/en/filippino-lippi/annunciation-1490,high-renaissance,train
data/images/Renaissance/filippino_lippi_saint_jerome.jpg,Renaissance,wikiart,Filippino Lippi,Saint Jerome,1490,https://www.wikiart.org/en/filippino-lippi/saint-jerome-1490,high-renaissance,test
data/images/Renaissance/filippino_lippi_the_holy_family_with_saint_john_the_baptist_and_saint_margaret.jpg,Renaissance,wikiart,Filippino Lippi,The Holy Family with Saint John the Baptist and Saint Margaret,1490,https://www.wikiart.org/en/filippino-lippi/the-holy-family-with-saint-john-the-baptist-and-saint-margaret-1490,high-renaissance,train
data/images/Renaissance/vittore_carpaccio_glorification_of_st__ursula_and_her_companions.jpg,Renaissance,wikiart,Vittore Carpaccio,Glorification of St. Ursula and her Companions,1491,https://www.wikiart.org/en/vittore-carpaccio/glorification-of-st-ursula-and-her-companions-1491,high-renaissance,test
data/images/Renaissance/luca_signorelli_marriage_of_the_virgin.jpg,Renaissance,wikiart,Luca Signorelli,Marriage of the Virgin,1490-1491,https://www.wikiart.org/en/luca-signorelli/marriage-of-the-virgin-1491,high-renaissance,train
data/images/Renaissance/pinturicchio_st_catherine_s_disputation__detail_.jpg,Renaissance,wikiart,Pinturicchio,St Catherine's Disputation (detail),1491,https://www.wikiart.org/en/pinturicchio/st-catherine-s-disputation-detail-1491,high-renaissance,train
data/images/Renaissance/pinturicchio_the_arithmetic.jpg,Renaissance,wikiart,Pinturicchio,The Arithmetic,1491,https://www.wikiart.org/en/pinturicchio/the-arithmetic-1491,high-renaissance,train
data/images/Renaissance/michelangelo_crucifixion.jpg,Renaissance,wikiart,Michelangelo,Crucifixion,1492,https://www.wikiart.org/en/michelangelo/crucifixion-1492,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_coition_of_a_hemisected_man_and_woman.jpg,Renaissance,wikiart,Leonardo da Vinci,Coition of a Hemisected Man and Woman,1492,https://www.wikiart.org/en/leonardo-da-vinci/coition-of-a-hemisected-man-and-woman,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_studies_of_the_sexual_act_and_male_sexual_organ.jpg,Renaissance,wikiart,Leonardo da Vinci,Studies of the sexual act and male sexual organ,1492,https://www.wikiart.org/en/leonardo-da-vinci/studies-of-the-sexual-act-and-male-sexual-organ,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_the_proportions_of_the_human_figure__the_vitruvian_man_.jpg,Renaissance,wikiart,Leonardo da Vinci,The proportions of the human figure (The Vitruvian Man),1492,https://www.wikiart.org/en/leonardo-da-vinci/the-proportions-of-the-human-figure-the-vitruvian-man-1492,high-renaissance,train
data/images/Renaissance/luca_signorelli_holy_family_with_st__catherine.jpg,Renaissance,wikiart,Luca Signorelli,Holy Family with St. Catherine,1490-1492,https://www.wikiart.org/en/luca-signorelli/holy-family-with-st-catherine-1492,high-renaissance,train
data/images/Renaissance/luca_signorelli_portrait_of_an_elderly_man.jpg,Renaissance,wikiart,Luca Signorelli,Portrait of an Elderly Man,1492,https://www.wikiart.org/en/luca-signorelli/portrait-of-an-elderly-man,high-renaissance,train
data/images/Renaissance/andrea_mantegna_descent_into_limbo.jpg,Renaissance,wikiart,Andrea Mantegna,Descent into Limbo,1492,https://www.wikiart.org/en/andrea-mantegna/descent-into-limbo-1492,high-renaissance,train
data/images/Renaissance/pietro_perugino_madonna_enthroned_with_st__john_the_tufer_and_st__sebastian__det.jpg,Renaissance,wikiart,Pietro Perugino,Madonna Enthroned with St. John the Tufer and St. Sebastian (detail),1493,https://www.wikiart.org/en/pietro-perugino/madonna-enthroned-with-st-john-the-tufer-and-st-sebastian-detail,high-renaissance,train
data/images/Renaissance/vittore_carpaccio_portrait_of_an_unknown_man_with_red_beret.jpg,Renaissance,wikiart,Vittore Carpaccio,Portrait of an Unknown Man with Red Beret,1493,https://www.wikiart.org/en/vittore-carpaccio/portrait-of-an-unknown-man-with-red-beret-1493,high-renaissance,train
data/images/Renaissance/vittore_carpaccio_the_martyrdom_of_the_pilgrims_and_the_funeral_of_st__ursula__f.jpg,Renaissance,wikiart,Vittore Carpaccio,"The Martyrdom of the Pilgrims and the Funeral of St. Ursula, from the St. Ursula Cycle, 1490-94",1493,https://www.wikiart.org/en/vittore-carpaccio/the-martyrdom-of-the-pilgrims-and-the-funeral-of-st-ursula-from-the-st-ursula-cycle-1490-94-1493,high-renaissance,train
data/images/Renaissance/vittore_carpaccio_the_pilgrims_meet_pope_cyriac_before_the_walls_of_rome.jpg,Renaissance,wikiart,Vittore Carpaccio,The Pilgrims Meet Pope Cyriac before the Walls of Rome,1493,https://www.wikiart.org/en/vittore-carpaccio/the-pilgrims-meet-pope-cyriac-before-the-walls-of-rome-1493,high-renaissance,train
data/images/Renaissance/cima_da_conegliano_st__john_the_baptist_and_saints.jpg,Renaissance,wikiart,Cima da Conegliano,St. John the Baptist and Saints,1493,https://www.wikiart.org/en/cima-da-conegliano/st-john-the-baptist-and-saints-1493,high-renaissance,test
data/images/Renaissance/cima_da_conegliano_the_baptism_of_christ.jpg,Renaissance,wikiart,Cima da Conegliano,The Baptism of Christ,1493,https://www.wikiart.org/en/cima-da-conegliano/the-baptism-of-christ,high-renaissance,train
data/images/Renaissance/luca_signorelli_virgin_and_child_with_sts_jerome_and_bernard_of_clairvaux.jpg,Renaissance,wikiart,Luca Signorelli,Virgin and Child with Sts Jerome and Bernard of Clairvaux,1492-1493,https://www.wikiart.org/en/luca-signorelli/virgin-and-child-with-sts-jerome-and-bernard-of-clairvaux-1493,high-renaissance,test
data/images/Renaissance/andrea_mantegna_christ_the_redeemer.jpg,Renaissance,wikiart,Andrea Mantegna,Christ the Redeemer,1493,https://www.wikiart.org/en/andrea-mantegna/christ-the-redeemer-1493,high-renaissance,test
data/images/Renaissance/michelangelo_st__petronius.jpg,Renaissance,wikiart,Michelangelo,St. Petronius,1494,https://www.wikiart.org/en/michelangelo/st-petronius-1494,high-renaissance,train
data/images/Renaissance/michelangelo_st__proculus.jpg,Renaissance,wikiart,Michelangelo,St. Proculus,1494,https://www.wikiart.org/en/michelangelo/st-proculus-1494,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_study_for_the_last_supper.jpg,Renaissance,wikiart,Leonardo da Vinci,Study for the Last Supper,1494,https://www.wikiart.org/en/leonardo-da-vinci/study-for-the-last-supper,high-renaissance,test
data/images/Renaissance/vittore_carpaccio_the_miracle_of_the_relic_of_the_true_cross_on_the_rialto_bridg.jpg,Renaissance,wikiart,Vittore Carpaccio,The Miracle of the Relic of the True Cross on the Rialto Bridge,1494,https://www.wikiart.org/en/vittore-carpaccio/the-miracle-of-the-relic-of-the-true-cross-on-the-rialto-bridge-1494,high-renaissance,test
data/images/Renaissance/michelangelo_angel_with_candlestick.jpg,Renaissance,wikiart,Michelangelo,Angel with Candlestick,1495,https://www.wikiart.org/en/michelangelo/angel-with-candlestick-1495,high-renaissance,train
data/images/Renaissance/pietro_perugino_pieta.jpg,Renaissance,wikiart,Pietro Perugino,Pieta,1494-1495,https://www.wikiart.org/en/pietro-perugino/pieta-1495,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_canal_bridge.jpg,Renaissance,wikiart,Leonardo da Vinci,Canal bridge,1495,https://www.wikiart.org/en/leonardo-da-vinci/canal-bridge,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_head_of_christ.jpg,Renaissance,wikiart,Leonardo da Vinci,Head of Christ,1495,https://www.wikiart.org/en/leonardo-da-vinci/head-of-christ,high-renaissance,test
data/images/Renaissance/leonardo_da_vinci_head_of_st__andrew.jpg,Renaissance,wikiart,Leonardo da Vinci,Head of St. Andrew,1494-1495,https://www.wikiart.org/en/leonardo-da-vinci/head-of-st-andrew,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_head_of_st__james_the_less.jpg,Renaissance,wikiart,Leonardo da Vinci,Head of St. James the Less,1494-1495,https://www.wikiart.org/en/leonardo-da-vinci/head-of-st-james-the-less,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_heads_of_judas_and_peter.jpg,Renaissance,wikiart,Leonardo da Vinci,Heads of Judas and Peter,1494-1495,https://www.wikiart.org/en/leonardo-da-vinci/heads-of-judas-and-peter,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_heads_of_sts_thomas_and_james_the_greater.jpg,Renaissance,wikiart,Leonardo da Vinci,Heads of Sts Thomas and James the Greater,1494-1495,https://www.wikiart.org/en/leonardo-da-vinci/heads-of-sts-thomas-and-james-the-greater,high-renaissance,train
data/images/Renaissance/leonardo_da_vinci_study_for_the_last_supper__judas.jpg,Renaissance,wikiart,Leonardo da Vinci,Study for the Last Supper: Judas,1495,https://www.wikiart.org/en/leonardo-da-vinci/study-for-the-last-supper-judas,high-renaissance,test
data/images/Renaissance/vittore_carpaccio_dream_of_st_ursula.jpg,Renaissance,wikiart,Vittore Carpaccio,Dream of St.Ursula,1495,https://www.wikiart.org/en/vittore-carpaccio/dream-of-st-ursula-1495,high-renaissance,test
data/images/Renaissance/cima_da_conegliano_madonna_of_the_orange_tree_with_st__ludovic_of_toulouse_and_s.jpg,Renaissance,wikiart,Cima da Conegliano,Madonna of the Orange Tree with St. Ludovic of Toulouse and St. Jerome,1495,https://www.wikiart.org/en/cima-da-conegliano/madonna-of-the-orange-tree-with-st-ludovic-of-toulouse-and-st-jerome,high-renaissance,train
data/images/Renaissance/cima_da_conegliano_st__helena.jpg,Renaissance,wikiart,Cima da Conegliano,St. Helena,1495,https://www.wikiart.org/en/cima-da-conegliano/st-helena,high-renaissance,train
data/images/Renaissance/cima_da_conegliano_st__jerome_in_the_wilderness.jpg,Renaissance,wikiart,Cima da Conegliano,St. Jerome in the Wilderness,1495,https://www.wikiart.org/en/cima-da-conegliano/st-jerome-in-the-wilderness,high-renaissance,train
data/images/Renaissance/cima_da_conegliano_the_annunciation.jpg,Renaissance,wikiart,Cima da Conegliano,The Annunciation,1495,https://www.wikiart.org/en/cima-da-conegliano/the-annunciation-1495,high-renaissance,train
data/images/Renaissance/andrea_solario_man_with_a_pink_carnation.jpg,Renaissance,wikiart,Andrea Solario,Man with a Pink Carnation,1495,https://www.wikiart.org/en/andrea-solario/man-with-a-pink-carnation,high-renaissance,train
data/images/Renaissance/andrea_mantegna_children_playing_with_masks.jpg,Renaissance,wikiart,Andrea Mantegna,Children playing with masks,1495,https://www.wikiart.org/en/andrea-mantegna/children-playing-with-masks-1495,high-renaissance,train
data/images/Renaissance/andrea_mantegna_hercules_and_antaeus.jpg,Renaissance,wikiart,Andrea Mantegna,Hercules and Antaeus,1495,https://www.wikiart.org/en/andrea-mantegna/heruli-and-ante-1495,high-renaissance,test
data/images/Renaissance/andrea_mantegna_judith_with_the_head_of_holofernes.jpg,Renaissance,wikiart,Andrea Mantegna,Judith with the Head of Holofernes,1490-1495,https://www.wikiart.org/en/andrea-mantegna/judith-with-the-head-of-holofernes-1495,high-renaissance,train
data/images/Renaissance/andrea_mantegna_the_infant_redeemer.jpg,Renaissance,wikiart,Andrea Mantegna,The Infant Redeemer,1485-1495,https://www.wikiart.org/en/andrea-mantegna/the-infant-redeemer-1495,high-renaissance,train
data/images/Renaissance/andrea_mantegna_virgin_and_child.jpg,Renaissance,wikiart,Andrea Mantegna,Virgin and Child,1480-1495,https://www.wikiart.org/en/andrea-mantegna/virgin-and-child-1495,high-renaissance,train
data/images/Renaissance/giovanni_antonio_boltraffio_girl_with_cherries__also_attributed_to_giovanni_ambr.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,Girl with Cherries (also attributed to Giovanni Ambrogio de Predis),1495,https://www.wikiart.org/en/giovanni-antonio-boltraffio/girl-with-cherries-also-attributed-to-giovanni-ambrogio-de-predis-1495,high-renaissance,train
data/images/Renaissance/giovanni_antonio_boltraffio_portrait_alleged_to_be_of_anne_whateley__in_fact_lik.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,Portrait alleged to be of Anne Whateley (in fact likely to be Girolamo Casio),1495,https://www.wikiart.org/en/giovanni-antonio-boltraffio/portrait-alleged-to-be-of-anne-whateley-in-fact-likely-to-be-girolamo-casio-1495,high-renaissance,test
data/images/Renaissance/giovanni_antonio_boltraffio_portrait_of_gerolamo_casio.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,Portrait of Gerolamo Casio,1495,https://www.wikiart.org/en/giovanni-antonio-boltraffio/portrait-of-gerolamo-casio-1495,high-renaissance,train
data/images/Renaissance/giovanni_antonio_boltraffio_the_adolescent_saviour.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,The Adolescent Saviour,1490-1495,https://www.wikiart.org/en/giovanni-antonio-boltraffio/the-adolescent-saviour,high-renaissance,train
data/images/Renaissance/pinturicchio_madonna_with_writing_child_and_bishop.jpg,Renaissance,wikiart,Pinturicchio,Madonna with Writing Child and Bishop,1495,https://www.wikiart.org/en/pinturicchio/madonna-with-writing-child-and-bishop-1495,high-renaissance,train
data/images/Renaissance/piero_di_cosimo_a_satyr_mourning_over_a_nymph.jpg,Renaissance,wikiart,Piero di Cosimo,A Satyr mourning over a Nymph,1495,https://www.wikiart.org/en/piero-di-cosimo/a-satyr-mourning-over-a-nymph-1495,high-renaissance,train
data/images/Renaissance/antonio_del_pollaiolo_hercules.jpg,Renaissance,wikiart,Antonio del Pollaiolo,Hercules,1455-1495,https://www.wikiart.org/en/antonio-del-pollaiolo/hercules-1495,high-renaissance,train
data/images/Renaissance/filippino_lippi_sacra_famiglia_coi_ss__giovanni_battista_e_margherita__detail_.jpg,Renaissance,wikiart,Filippino Lippi,Sacra Famiglia coi Ss. Giovanni Battista e Margherita (detail),1495,https://www.wikiart.org/en/filippino-lippi/sacra-famiglia-coi-ss-giovanni-battista-e-margherita-detail-1495,high-renaissance,test
data/images/Renaissance/pietro_perugino_the_crucifixion.jpg,Renaissance,wikiart,Pietro Perugino,The Crucifixion,1494-1496,https://www.wikiart.org/en/pietro-perugino/the-crucifixion-1496,high-renaissance,test
data/images/Renaissance/vittore_carpaccio_christ_with_the_symbols_of_the_passion_surrounded_by_angels.jpg,Renaissance,wikiart,Vittore Carpaccio,Christ with the Symbols of the Passion Surrounded by Angels,1496,https://www.wikiart.org/en/vittore-carpaccio/christ-with-the-symbols-of-the-passion-surrounded-by-angels-1496,high-renaissance,train
data/images/Renaissance/cima_da_conegliano_madonna_and_child_enthroned_with_saints.jpg,Renaissance,wikiart,Cima da Conegliano,Madonna and Child Enthroned with Saints,1496,https://www.wikiart.org/en/cima-da-conegliano/madonna-and-child-enthroned-with-saints,high-renaissance,train
data/images/Renaissance/luca_signorelli_portrait_of_vitellozzo_vitelli.jpg,Renaissance,wikiart,Luca Signorelli,Portrait of Vitellozzo Vitelli,1492-1496,https://www.wikiart.org/en/luca-signorelli/portrait-of-vitellozzo-vitelli,high-renaissance,train
data/images/Renaissance/andrea_mantegna_the_virgin_of_victory__the_madonna_and_child_enthroned_with_six_.jpg,Renaissance,wikiart,Andrea Mantegna,The Virgin of Victory (The Madonna and Child Enthroned with Six Saints and Adored by Gian Francesco II Gonzaga),1496,https://www.wikiart.org/en/andrea-mantegna/the-virgin-of-victory-the-madonna-and-child-enthroned-with-six-saints-and-adored-by-gian-1496,high-renaissance,test
data/images/Renaissance/filippino_lippi_adorazione_dei_magi.jpg,Renaissance,wikiart,Filippino Lippi,Adorazione Dei Magi,1496,https://www.wikiart.org/en/filippino-lippi/adorazione-dei-magi-1496,high-renaissance,train
data/images/Renaissance/gentile_bellini_procession_of_the_true_cross__procession_in_st__mark_s_square_.jpg,Renaissance,wikiart,Gentile Bellini,Procession of the True Cross (Procession in St. Mark's Square),1496,https://www.wikiart.org/en/gentile-bellini/processione-della-vera-croce-a-piazza-san-marco-a-venezia-1496,high-renaissance,train
data/images/Renaissance/gentile_bellini_self-portrait.jpg,Renaissance,wikiart,Gentile Bellini,Self-portrait,1496,https://www.wikiart.org/en/gentile-bellini/self-portrait-1496,high-renaissance,train
data/images/Renaissance/michelangelo_bacchus.jpg,Renaissance,wikiart,Michelangelo,Bacchus,1497,https://www.wikiart.org/en/michelangelo/bacchus-1497,high-renaissance,train
data/images/Renaissance/michelangelo_the_virgin_and_child_with_saint_john_and_angels__manchester_madonna.jpg,Renaissance,wikiart,Michelangelo,The Virgin and Child with Saint John and Angels (Manchester Madonna),1497,https://www.wikiart.org/en/michelangelo/the-virgin-and-child-with-saint-john-and-angels-manchester-madonna,high-renaissance,train
data/images/Renaissance/pietro_perugino_christ_in_pieta.jpg,Renaissance,wikiart,Pietro Perugino,Christ in Pieta,1497,https://www.wikiart.org/en/pietro-perugino/christ-in-pieta,high-renaissance,train
data/images/Renaissance/pietro_perugino_fortitude_and_temperance_with_six_antique_heroes.jpg,Renaissance,wikiart,Pietro Perugino,Fortitude and Temperance with Six Antique Heroes,1497,https://www.wikiart.org/en/pietro-perugino/fortitude-and-temperance-with-six-antique-heroes,high-renaissance,test
data/images/Renaissance/pietro_perugino_pala_di_fano__assumption_.jpg,Renaissance,wikiart,Pietro Perugino,Pala di Fano (Assumption),1497,https://www.wikiart.org/en/pietro-perugino/pala-di-fano-assumption,high-renaissance,train
data/images/Renaissance/pietro_perugino_pala_di_fano__nativity_of_mary_.jpg,Renaissance,wikiart,Pietro Perugino,Pala di Fano (Nativity of Mary),1497,https://www.wikiart.org/en/pietro-perugino/pala-di-fano-nativity-of-mary,high-renaissance,test
data/images/Renaissance/pietro_perugino_prudence_and_justice_with_six_antique_wisemen.jpg,Renaissance,wikiart,Pietro Perugino,Prudence and Justice with Six Antique Wisemen,1497,https://www.wikiart.org/en/pietro-perugino/prudence-and-justice-with-six-antique-wisemen,high-renaissance,train
data/images/Renaissance/pietro_perugino_the_annunciation.jpg,Renaissance,wikiart,Pietro Perugino,The Annunciation,1497,https://www.wikiart.org/en/pietro-perugino/the-annunciation,high-renaissance,train
data/images/Renaissance/cima_da_conegliano_madonna_and_child.jpg,Renaissance,wikiart,Cima da Conegliano,Madonna and Child,1497,https://www.wikiart.org/en/cima-da-conegliano/madonna-and-child-1,high-renaissance,train
data/images/Renaissance/cima_da_conegliano_madonna_and_child_with_saints.jpg,Renaissance,wikiart,Cima da Conegliano,Madonna and Child with saints,1497,https://www.wikiart.org/en/cima-da-conegliano/madonna-and-child-with-saints,high-renaissance,test
data/images/Renaissance/andrea_solario_portrait_of_a_man.jpg,Renaissance,wikiart,Andrea Solario,Portrait of a Man,1497,https://www.wikiart.org/en/andrea-solario/portrait-of-a-man,high-renaissance,train
data/images/Renaissance/andrea_mantegna_four_muses.jpg,Renaissance,wikiart,Andrea Mantegna,Four Muses,1497,https://www.wikiart.org/en/andrea-mantegna/four-muses-1497,high-renaissance,train
data/images/Renaissance/andrea_mantegna_muse.jpg,Renaissance,wikiart,Andrea Mantegna,Muse,1497,https://www.wikiart.org/en/andrea-mantegna/muse-1497,high-renaissance,train
data/images/Renaissance/andrea_mantegna_the_parnassus__mars_and_venus.jpg,Renaissance,wikiart,Andrea Mantegna,The Parnassus: Mars and Venus,1497,https://www.wikiart.org/en/andrea-mantegna/the-parnassus-mars-and-venus-1497,high-renaissance,train
