file_path,label,source,artist,title,year,source_url,wikiart_style
data/images/Renaissance/vittore_carpaccio_saviour_blesses_the_four_apostles.jpg,Renaissance,wikiart,Vittore Carpaccio,Saviour blesses the four apostles,1480,https://www.wikiart.org/en/vittore-carpaccio/saviour-blesses-the-four-apostles,high-renaissance
data/images/Renaissance/giovanni_antonio_boltraffio_the_virgin_and_child__the_madonna_of_the_rose_.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,The Virgin and Child (The Madonna of the Rose),1480,https://www.wikiart.org/en/giovanni-antonio-boltraffio/the-virgin-and-child-the-madonna-of-the-rose,high-renaissance
data/images/Renaissance/filippino_lippi_madonna_and_child.jpg,Renaissance,wikiart,Filippino Lippi,Madonna and Child,1484,https://www.wikiart.org/en/filippino-lippi/madonna-and-child-1484,high-renaissance
data/images/Renaissance/leonardo_da_vinci_studies_for_a_nativity.jpg,Renaissance,wikiart,Leonardo da Vinci,Studies for a Nativity,1480-1485,https://www.wikiart.org/en/leonardo-da-vinci/studies-for-a-nativity,high-renaissance
data/images/Renaissance/vittore_carpaccio_portrait_of_a_lady.jpg,Renaissance,wikiart,Vittore Carpaccio,Portrait of a lady,1485,https://www.wikiart.org/en/vittore-carpaccio/portrait-of-a-lady,high-renaissance
data/images/Renaissance/giovanni_bellini_madonna_and_child.jpg,Renaissance,wikiart,Giovanni Bellini,Madonna and Child,1480-1490,https://www.wikiart.org/en/giovanni-bellini/madonna-and-child-1490,high-renaissance
data/images/Renaissance/giovanni_bellini_portrait_of_a_young_man_in_red.jpg,Renaissance,wikiart,Giovanni Bellini,Portrait of a Young Man in Red,1485-1490,https://www.wikiart.org/en/giovanni-bellini/portrait-of-a-young-man-in-red-1490,high-renaissance
data/images/Renaissance/leonardo_da_vinci_female_head.jpg,Renaissance,wikiart,Leonardo da Vinci,Female Head,1490,https://www.wikiart.org/en/leonardo-da-vinci/female-head,high-renaissance
data/images/Renaissance/leonardo_da_vinci_five_caricature_heads.jpg,Renaissance,wikiart,Leonardo da Vinci,Five caricature heads,1490,https://www.wikiart.org/en/leonardo-da-vinci/five-caricature-heads,high-renaissance
data/images/Renaissance/leonardo_da_vinci_matched_couple.jpg,Renaissance,wikiart,Leonardo da Vinci,Matched Couple,1490,https://www.wikiart.org/en/leonardo-da-vinci/matched-couple,high-renaissance
data/images/Renaissance/leonardo_da_vinci_portrait_of_an_unknown_woman__la_belle_ferroniere_.jpg,Renaissance,wikiart,Leonardo da Vinci,Portrait of an Unknown Woman (La Belle Ferroniere),1490,https://www.wikiart.org/en/leonardo-da-vinci/portrait-of-an-unknown-woman-la-belle-ferroniere,high-renaissance
data/images/Renaissance/leonardo_da_vinci_study_of_a_woman_s_head.jpg,Renaissance,wikiart,Leonardo da Vinci,Study of a woman's head,1490,https://www.wikiart.org/en/leonardo-da-vinci/study-of-a-woman-s-head,high-renaissance
data/images/Renaissance/leonardo_da_vinci_study_of_horses.jpg,Renaissance,wikiart,Leonardo da Vinci,Study of horses,1490,https://www.wikiart.org/en/leonardo-da-vinci/study-of-horses,high-renaissance
data/images/Renaissance/leonardo_da_vinci_study_of_proportion.jpg,Renaissance,wikiart,Leonardo da Vinci,Study of proportion,1490,https://www.wikiart.org/en/leonardo-da-vinci/study-of-proportion,high-renaissance
data/images/Renaissance/leonardo_da_vinci_the_lady_with_an_ermine__cecilia_gallerani_.jpg,Renaissance,wikiart,Leonardo da Vinci,The Lady with an Ermine (Cecilia Gallerani),1489-1490,https://www.wikiart.org/en/leonardo-da-vinci/the-lady-with-the-ermine-cecilia-gallerani-1496,high-renaissance
data/images/Renaissance/leonardo_da_vinci_the_proportions_of_the_head.jpg,Renaissance,wikiart,Leonardo da Vinci,The proportions of the head,1490,https://www.wikiart.org/en/leonardo-da-vinci/the-proportions-of-the-head,high-renaissance
data/images/Renaissance/leonardo_da_vinci_various_figure_studies.jpg,Renaissance,wikiart,Leonardo da Vinci,Various figure studies,1490,https://www.wikiart.org/en/leonardo-da-vinci/various-figure-studies,high-renaissance
data/images/Renaissance/leonardo_da_vinci_madonna_litta__madonna_and_the_child_.jpg,Renaissance,wikiart,Leonardo da Vinci,Madonna Litta (Madonna and the Child),1490,https://www.wikiart.org/en/leonardo-da-vinci/madonna-litta-madonna-and-the-child,high-renaissance
data/images/Renaissance/vittore_carpaccio_hunting_on_the_lagoon.jpg,Renaissance,wikiart,Vittore Carpaccio,Hunting on the Lagoon,1490,https://www.wikiart.org/en/vittore-carpaccio/hunting-on-the-lagoon,high-renaissance
data/images/Renaissance/vittore_carpaccio_two_venetian_ladies.jpg,Renaissance,wikiart,Vittore Carpaccio,Two Venetian Ladies,1490,https://www.wikiart.org/en/vittore-carpaccio/two-venetian-ladies,high-renaissance
data/images/Renaissance/luca_signorelli_the_crucifixion_with_st__mary_magdalen.jpg,Renaissance,wikiart,Luca Signorelli,The Crucifixion with St. Mary Magdalen,1490,https://www.wikiart.org/en/luca-signorelli/the-crucifixion-with-st-mary-magdalen,high-renaissance
data/images/Renaissance/luca_signorelli_the_holy_family.jpg,Renaissance,wikiart,Luca Signorelli,The Holy Family,1490,https://www.wikiart.org/en/luca-signorelli/the-holy-family,high-renaissance
data/images/Renaissance/luca_signorelli_madonna_and_child_with_prophets.jpg,Renaissance,wikiart,Luca Signorelli,Madonna and Child with Prophets,1490,https://www.wikiart.org/en/luca-signorelli/madonna-and-child-with-prophets,high-renaissance
data/images/Renaissance/luca_signorelli_scenes_from_the_lives_of_joachim_and_anne.jpg,Renaissance,wikiart,Luca Signorelli,Scenes from the Lives of Joachim and Anne,1490,https://www.wikiart.org/en/luca-signorelli/scenes-from-the-lives-of-joachim-and-anne,high-renaissance
data/images/Renaissance/luca_signorelli_the_birth_of_the_virgin.jpg,Renaissance,wikiart,Luca Signorelli,The Birth of the Virgin,1490,https://www.wikiart.org/en/luca-signorelli/the-birth-of-the-virgin,high-renaissance
data/images/Renaissance/andrea_solario_portrait_of_a_young_man.jpg,Renaissance,wikiart,Andrea Solario,Portrait of a Young Man,1490,https://www.wikiart.org/en/andrea-solario/portrait-of-a-young-man-1490,high-renaissance
data/images/Renaissance/andrea_mantegna_madonna_and_child.jpg,Renaissance,wikiart,Andrea Mantegna,Madonna and child,1490,https://www.wikiart.org/en/andrea-mantegna/madonna-and-child-jpg,high-renaissance
data/images/Renaissance/giovanni_antonio_boltraffio_madonna_litta.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,Madonna Litta,1490,https://www.wikiart.org/en/giovanni-antonio-boltraffio/madonna-litta-1490,high-renaissance
data/images/Renaissance/pinturicchio_semi-gods_ceiling.jpg,Renaissance,wikiart,Pinturicchio,Semi-Gods Ceiling,1490,https://www.wikiart.org/en/pinturicchio/semi-gods-ceiling-1490,high-renaissance
data/images/Renaissance/piero_di_cosimo_portrait_of_a_woman__said_to_be_of_simonetta_vespucci.jpg,Renaissance,wikiart,Piero di Cosimo,"Portrait of a Woman, said to be of Simonetta Vespucci",1490,https://www.wikiart.org/en/piero-di-cosimo/portrait-of-simonetta-vespucci-as-cleopatra-1490,high-renaissance
data/images/Renaissance/fra_bartolomeo_holy_family.jpg,Renaissance,wikiart,Fra Bartolomeo,Holy Family,1490,https://www.wikiart.org/en/fra-bartolomeo/holy-family,high-renaissance
data/images/Renaissance/filippino_lippi_annunciation.jpg,Renaissance,wikiart,Filippino Lippi,Annunciation,1490,https://www.wikiart.org/en/filippino-lippi/annunciation-1490,high-renaissance
data/images/Renaissance/filippino_lippi_saint_jerome.jpg,Renaissance,wikiart,Filippino Lippi,Saint Jerome,1490,https://www.wikiart.org/en/filippino-lippi/saint-jerome-1490,high-renaissance
data/images/Renaissance/filippino_lippi_the_holy_family_with_saint_john_the_baptist_and_saint_margaret.jpg,Renaissance,wikiart,Filippino Lippi,The Holy Family with Saint John the Baptist and Saint Margaret,1490,https://www.wikiart.org/en/filippino-lippi/the-holy-family-with-saint-john-the-baptist-and-saint-margaret-1490,high-renaissance
data/images/Renaissance/pietro_perugino_polyptych_albani_torlonia.jpg,Renaissance,wikiart,Pietro Perugino,Polyptych Albani Torlonia,1491,https://www.wikiart.org/en/pietro-perugino/polyptych-albani-torlonia,high-renaissance
data/images/Renaissance/pietro_perugino_polyptych_albani_torlonia__particular_detail_.jpg,Renaissance,wikiart,Pietro Perugino,Polyptych Albani Torlonia (particular detail),1491,https://www.wikiart.org/en/pietro-perugino/polyptych-albani-torlonia-particular-detail,high-renaissance
data/images/Renaissance/vittore_carpaccio_glorification_of_st__ursula_and_her_companions.jpg,Renaissance,wikiart,Vittore Carpaccio,Glorification of St. Ursula and her Companions,1491,https://www.wikiart.org/en/vittore-carpaccio/glorification-of-st-ursula-and-her-companions-1491,high-renaissance
data/images/Renaissance/luca_signorelli_marriage_of_the_virgin.jpg,Renaissance,wikiart,Luca Signorelli,Marriage of the Virgin,1490-1491,https://www.wikiart.org/en/luca-signorelli/marriage-of-the-virgin-1491,high-renaissance
data/images/Renaissance/pinturicchio_st_catherine_s_disputation__detail_.jpg,Renaissance,wikiart,Pinturicchio,St Catherine's Disputation (detail),1491,https://www.wikiart.org/en/pinturicchio/st-catherine-s-disputation-detail-1491,high-renaissance
data/images/Renaissance/pinturicchio_the_arithmetic.jpg,Renaissance,wikiart,Pinturicchio,The Arithmetic,1491,https://www.wikiart.org/en/pinturicchio/the-arithmetic-1491,high-renaissance
data/images/Renaissance/michelangelo_crucifixion.jpg,Renaissance,wikiart,Michelangelo,Crucifixion,1492,https://www.wikiart.org/en/michelangelo/crucifixion-1492,high-renaissance
data/images/Renaissance/leonardo_da_vinci_coition_of_a_hemisected_man_and_woman.jpg,Renaissance,wikiart,Leonardo da Vinci,Coition of a Hemisected Man and Woman,1492,https://www.wikiart.org/en/leonardo-da-vinci/coition-of-a-hemisected-man-and-woman,high-renaissance
data/images/Renaissance/leonardo_da_vinci_studies_of_the_sexual_act_and_male_sexual_organ.jpg,Renaissance,wikiart,Leonardo da Vinci,Studies of the sexual act and male sexual organ,1492,https://www.wikiart.org/en/leonardo-da-vinci/studies-of-the-sexual-act-and-male-sexual-organ,high-renaissance
data/images/Renaissance/leonardo_da_vinci_the_proportions_of_the_human_figure__the_vitruvian_man_.jpg,Renaissance,wikiart,Leonardo da Vinci,The proportions of the human figure (The Vitruvian Man),1492,https://www.wikiart.org/en/leonardo-da-vinci/the-proportions-of-the-human-figure-the-vitruvian-man-1492,high-renaissance
data/images/Renaissance/luca_signorelli_holy_family_with_st__catherine.jpg,Renaissance,wikiart,Luca Signorelli,Holy Family with St. Catherine,1490-1492,https://www.wikiart.org/en/luca-signorelli/holy-family-with-st-catherine-1492,high-renaissance
data/images/Renaissance/luca_signorelli_portrait_of_an_elderly_man.jpg,Renaissance,wikiart,Luca Signorelli,Portrait of an Elderly Man,1492,https://www.wikiart.org/en/luca-signorelli/portrait-of-an-elderly-man,high-renaissance
data/images/Renaissance/andrea_mantegna_descent_into_limbo.jpg,Renaissance,wikiart,Andrea Mantegna,Descent into Limbo,1492,https://www.wikiart.org/en/andrea-mantegna/descent-into-limbo-1492,high-renaissance
data/images/Renaissance/pietro_perugino_madonna_and_child_with_st__catherine_and_st__rosa.jpg,Renaissance,wikiart,Pietro Perugino,Madonna and Child with St. Catherine and St. Rosa,1493,https://www.wikiart.org/en/pietro-perugino/madonna-and-child-with-st-catherine-and-st-rosa-1493,high-renaissance
data/images/Renaissance/pietro_perugino_madonna_and_child_with_st__john_the_baptist_and_st__sebastian.jpg,Renaissance,wikiart,Pietro Perugino,Madonna and Child with St. John the Baptist and St. Sebastian,1493,https://www.wikiart.org/en/pietro-perugino/madonna-and-child-with-st-john-the-baptist-and-st-sebastian-1493,high-renaissance
data/images/Renaissance/pietro_perugino_madonna_enthroned_with_st__john_the_tufer_and_st__sebastian__det.jpg,Renaissance,wikiart,Pietro Perugino,Madonna Enthroned with St. John the Tufer and St. Sebastian (detail),1493,https://www.wikiart.org/en/pietro-perugino/madonna-enthroned-with-st-john-the-tufer-and-st-sebastian-detail,high-renaissance
data/images/Renaissance/pietro_perugino_the_madonna_between_st__john_the_baptist_and_st__sebastian__deta.jpg,Renaissance,wikiart,Pietro Perugino,The Madonna between St. John the Baptist and St. Sebastian (detail 1),1493,https://www.wikiart.org/en/pietro-perugino/the-madonna-between-st-john-the-baptist-and-st-sebastian-detail-1,high-renaissance
data/images/Renaissance/pietro_perugino_the_vision_of_st__bernard.jpg,Renaissance,wikiart,Pietro Perugino,The vision of St. Bernard,1493,https://www.wikiart.org/en/pietro-perugino/the-vision-of-st-bernard,high-renaissance
data/images/Renaissance/vittore_carpaccio_portrait_of_an_unknown_man_with_red_beret.jpg,Renaissance,wikiart,Vittore Carpaccio,Portrait of an Unknown Man with Red Beret,1493,https://www.wikiart.org/en/vittore-carpaccio/portrait-of-an-unknown-man-with-red-beret-1493,high-renaissance
data/images/Renaissance/vittore_carpaccio_the_martyrdom_of_the_pilgrims_and_the_funeral_of_st__ursula__f.jpg,Renaissance,wikiart,Vittore Carpaccio,"The Martyrdom of the Pilgrims and the Funeral of St. Ursula, from the St. Ursula Cycle, 1490-94",1493,https://www.wikiart.org/en/vittore-carpaccio/the-martyrdom-of-the-pilgrims-and-the-funeral-of-st-ursula-from-the-st-ursula-cycle-1490-94-1493,high-renaissance
data/images/Renaissance/vittore_carpaccio_the_pilgrims_meet_pope_cyriac_before_the_walls_of_rome.jpg,Renaissance,wikiart,Vittore Carpaccio,The Pilgrims Meet Pope Cyriac before the Walls of Rome,1493,https://www.wikiart.org/en/vittore-carpaccio/the-pilgrims-meet-pope-cyriac-before-the-walls-of-rome-1493,high-renaissance
data/images/Renaissance/cima_da_conegliano_st__john_the_baptist_and_saints.jpg,Renaissance,wikiart,Cima da Conegliano,St. John the Baptist and Saints,1493,https://www.wikiart.org/en/cima-da-conegliano/st-john-the-baptist-and-saints-1493,high-renaissance
data/images/Renaissance/cima_da_conegliano_the_baptism_of_christ.jpg,Renaissance,wikiart,Cima da Conegliano,The Baptism of Christ,1493,https://www.wikiart.org/en/cima-da-conegliano/the-baptism-of-christ,high-renaissance
data/images/Renaissance/luca_signorelli_virgin_and_child_with_sts_jerome_and_bernard_of_clairvaux.jpg,Renaissance,wikiart,Luca Signorelli,Virgin and Child with Sts Jerome and Bernard of Clairvaux,1492-1493,https://www.wikiart.org/en/luca-signorelli/virgin-and-child-with-sts-jerome-and-bernard-of-clairvaux-1493,high-renaissance
data/images/Renaissance/andrea_mantegna_christ_the_redeemer.jpg,Renaissance,wikiart,Andrea Mantegna,Christ the Redeemer,1493,https://www.wikiart.org/en/andrea-mantegna/christ-the-redeemer-1493,high-renaissance
data/images/Renaissance/michelangelo_st__petronius.jpg,Renaissance,wikiart,Michelangelo,St. Petronius,1494,https://www.wikiart.org/en/michelangelo/st-petronius-1494,high-renaissance
data/images/Renaissance/michelangelo_st__proculus.jpg,Renaissance,wikiart,Michelangelo,St. Proculus,1494,https://www.wikiart.org/en/michelangelo/st-proculus-1494,high-renaissance
data/images/Renaissance/pietro_perugino_lady_in_throne_with_child_between_the_saints_and_john_augustine.jpg,Renaissance,wikiart,Pietro Perugino,Lady in throne with Child between the saints and John Augustine,1494,https://www.wikiart.org/en/pietro-perugino/lady-in-throne-with-child-between-the-saints-and-john-augustine,high-renaissance
data/images/Renaissance/pietro_perugino_portrait_of_francesco_delle_opere.jpg,Renaissance,wikiart,Pietro Perugino,Portrait of Francesco delle Opere,1494,https://www.wikiart.org/en/pietro-perugino/portrait-of-francesco-delle-opere-1494,high-renaissance
data/images/Renaissance/leonardo_da_vinci_study_for_the_last_supper.jpg,Renaissance,wikiart,Leonardo da Vinci,Study for the Last Supper,1494,https://www.wikiart.org/en/leonardo-da-vinci/study-for-the-last-supper,high-renaissance
data/images/Renaissance/leonardo_da_vinci_study_of_five_grotesque_heads.jpg,Renaissance,wikiart,Leonardo da Vinci,Study of five grotesque heads,1494,https://www.wikiart.org/en/leonardo-da-vinci/study-of-five-grotesque-heads,high-renaissance
data/images/Renaissance/vittore_carpaccio_the_miracle_of_the_relic_of_the_true_cross_on_the_rialto_bridg.jpg,Renaissance,wikiart,Vittore Carpaccio,The Miracle of the Relic of the True Cross on the Rialto Bridge,1494,https://www.wikiart.org/en/vittore-carpaccio/the-miracle-of-the-relic-of-the-true-cross-on-the-rialto-bridge-1494,high-renaissance
data/images/Renaissance/michelangelo_angel_with_candlestick.jpg,Renaissance,wikiart,Michelangelo,Angel with Candlestick,1495,https://www.wikiart.org/en/michelangelo/angel-with-candlestick-1495,high-renaissance
data/images/Renaissance/pietro_perugino_apollo_and_marsyas.jpg,Renaissance,wikiart,Pietro Perugino,Apollo and Marsyas,1495,https://www.wikiart.org/en/pietro-perugino/apollo-and-marsyas-1495,high-renaissance
data/images/Renaissance/pietro_perugino_madonna_and_child.jpg,Renaissance,wikiart,Pietro Perugino,Madonna and Child,1495,https://www.wikiart.org/en/pietro-perugino/madonna-and-child,high-renaissance
data/images/Renaissance/pietro_perugino_madonna_and_child_with_two_cherubs.jpg,Renaissance,wikiart,Pietro Perugino,Madonna and Child with two cherubs,1495,https://www.wikiart.org/en/pietro-perugino/madonna-and-child-with-two-cherubs,high-renaissance
data/images/Renaissance/pietro_perugino_pieta.jpg,Renaissance,wikiart,Pietro Perugino,Pieta,1494-1495,https://www.wikiart.org/en/pietro-perugino/pieta-1495,high-renaissance
data/images/Renaissance/pietro_perugino_pieta__maria__detail_.jpg,Renaissance,wikiart,Pietro Perugino,Pieta. Maria (detail),1494-1495,https://www.wikiart.org/en/pietro-perugino/pieta-maria-detail-1495,high-renaissance
data/images/Renaissance/pietro_perugino_praying_for_a_cup.jpg,Renaissance,wikiart,Pietro Perugino,Praying for a Cup,1495,https://www.wikiart.org/en/pietro-perugino/praying-for-a-cup,high-renaissance
data/images/Renaissance/pietro_perugino_the_mourning_of_the_dead_christ__deposition_.jpg,Renaissance,wikiart,Pietro Perugino,The Mourning of the Dead Christ (Deposition),1495,https://www.wikiart.org/en/pietro-perugino/the-mourning-of-the-dead-christ-deposition,high-renaissance
data/images/Renaissance/leonardo_da_vinci_canal_bridge.jpg,Renaissance,wikiart,Leonardo da Vinci,Canal bridge,1495,https://www.wikiart.org/en/leonardo-da-vinci/canal-bridge,high-renaissance
data/images/Renaissance/leonardo_da_vinci_head_of_christ.jpg,Renaissance,wikiart,Leonardo da Vinci,Head of Christ,1495,https://www.wikiart.org/en/leonardo-da-vinci/head-of-christ,high-renaissance
data/images/Renaissance/leonardo_da_vinci_head_of_st__andrew.jpg,Renaissance,wikiart,Leonardo da Vinci,Head of St. Andrew,1494-1495,https://www.wikiart.org/en/leonardo-da-vinci/head-of-st-andrew,high-renaissance
data/images/Renaissance/leonardo_da_vinci_head_of_st__james_the_less.jpg,Renaissance,wikiart,Leonardo da Vinci,Head of St. James the Less,1494-1495,https://www.wikiart.org/en/leonardo-da-vinci/head-of-st-james-the-less,high-renaissance
data/images/Renaissance/leonardo_da_vinci_head_of_st__john_the_evangelist.jpg,Renaissance,wikiart,Leonardo da Vinci,Head of St. John the Evangelist,1494-1495,https://www.wikiart.org/en/leonardo-da-vinci/head-of-st-john-the-evangelist,high-renaissance
data/images/Renaissance/leonardo_da_vinci_head_of_st__peter.jpg,Renaissance,wikiart,Leonardo da Vinci,Head of St. Peter,1494-1495,https://www.wikiart.org/en/leonardo-da-vinci/head-of-st-peter,high-renaissance
data/images/Renaissance/leonardo_da_vinci_heads_of_an_old_man_and_a_youth.jpg,Renaissance,wikiart,Leonardo da Vinci,Heads of an old man and a youth,1495,https://www.wikiart.org/en/leonardo-da-vinci/heads-of-an-old-man-and-a-youth,high-renaissance
data/images/Renaissance/leonardo_da_vinci_heads_of_judas_and_peter.jpg,Renaissance,wikiart,Leonardo da Vinci,Heads of Judas and Peter,1494-1495,https://www.wikiart.org/en/leonardo-da-vinci/heads-of-judas-and-peter,high-renaissance
data/images/Renaissance/leonardo_da_vinci_heads_of_sts_thomas_and_james_the_greater.jpg,Renaissance,wikiart,Leonardo da Vinci,Heads of Sts Thomas and James the Greater,1494-1495,https://www.wikiart.org/en/leonardo-da-vinci/heads-of-sts-thomas-and-james-the-greater,high-renaissance
data/images/Renaissance/leonardo_da_vinci_study_for_the_last_supper__james.jpg,Renaissance,wikiart,Leonardo da Vinci,Study for the Last Supper: James,1495,https://www.wikiart.org/en/leonardo-da-vinci/study-for-the-last-supper-james,high-renaissance
data/images/Renaissance/leonardo_da_vinci_study_for_the_last_supper__judas.jpg,Renaissance,wikiart,Leonardo da Vinci,Study for the Last Supper: Judas,1495,https://www.wikiart.org/en/leonardo-da-vinci/study-for-the-last-supper-judas,high-renaissance
data/images/Renaissance/leonardo_da_vinci_the_last_supper.jpg,Renaissance,wikiart,Leonardo da Vinci,The Last Supper,1495,https://www.wikiart.org/en/leonardo-da-vinci/the-last-supper-1495,high-renaissance
data/images/Renaissance/vittore_carpaccio_dream_of_st_ursula.jpg,Renaissance,wikiart,Vittore Carpaccio,Dream of St.Ursula,1495,https://www.wikiart.org/en/vittore-carpaccio/dream-of-st-ursula-1495,high-renaissance
data/images/Renaissance/cima_da_conegliano_madonna_of_the_orange_tree_with_st__ludovic_of_toulouse_and_s.jpg,Renaissance,wikiart,Cima da Conegliano,Madonna of the Orange Tree with St. Ludovic of Toulouse and St. Jerome,1495,https://www.wikiart.org/en/cima-da-conegliano/madonna-of-the-orange-tree-with-st-ludovic-of-toulouse-and-st-jerome,high-renaissance
data/images/Renaissance/cima_da_conegliano_st__helena.jpg,Renaissance,wikiart,Cima da Conegliano,St. Helena,1495,https://www.wikiart.org/en/cima-da-conegliano/st-helena,high-renaissance
data/images/Renaissance/cima_da_conegliano_st__jerome_in_the_wilderness.jpg,Renaissance,wikiart,Cima da Conegliano,St. Jerome in the Wilderness,1495,https://www.wikiart.org/en/cima-da-conegliano/st-jerome-in-the-wilderness,high-renaissance
data/images/Renaissance/cima_da_conegliano_the_annunciation.jpg,Renaissance,wikiart,Cima da Conegliano,The Annunciation,1495,https://www.wikiart.org/en/cima-da-conegliano/the-annunciation-1495,high-renaissance
data/images/Renaissance/andrea_solario_man_with_a_pink_carnation.jpg,Renaissance,wikiart,Andrea Solario,Man with a Pink Carnation,1495,https://www.wikiart.org/en/andrea-solario/man-with-a-pink-carnation,high-renaissance
data/images/Renaissance/andrea_mantegna_children_playing_with_masks.jpg,Renaissance,wikiart,Andrea Mantegna,Children playing with masks,1495,https://www.wikiart.org/en/andrea-mantegna/children-playing-with-masks-1495,high-renaissance
data/images/Renaissance/andrea_mantegna_hercules_and_antaeus.jpg,Renaissance,wikiart,Andrea Mantegna,Hercules and Antaeus,1495,https://www.wikiart.org/en/andrea-mantegna/heruli-and-ante-1495,high-renaissance
data/images/Renaissance/andrea_mantegna_judith_with_the_head_of_holofernes.jpg,Renaissance,wikiart,Andrea Mantegna,Judith with the Head of Holofernes,1490-1495,https://www.wikiart.org/en/andrea-mantegna/judith-with-the-head-of-holofernes-1495,high-renaissance
data/images/Renaissance/andrea_mantegna_the_infant_redeemer.jpg,Renaissance,wikiart,Andrea Mantegna,The Infant Redeemer,1485-1495,https://www.wikiart.org/en/andrea-mantegna/the-infant-redeemer-1495,high-renaissance
data/images/Renaissance/andrea_mantegna_virgin_and_child.jpg,Renaissance,wikiart,Andrea Mantegna,Virgin and Child,1480-1495,https://www.wikiart.org/en/andrea-mantegna/virgin-and-child-1495,high-renaissance
data/images/Renaissance/giovanni_antonio_boltraffio_girl_with_cherries__also_attributed_to_giovanni_ambr.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,Girl with Cherries (also attributed to Giovanni Ambrogio de Predis),1495,https://www.wikiart.org/en/giovanni-antonio-boltraffio/girl-with-cherries-also-attributed-to-giovanni-ambrogio-de-predis-1495,high-renaissance
data/images/Renaissance/giovanni_antonio_boltraffio_portrait_alleged_to_be_of_anne_whateley__in_fact_lik.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,Portrait alleged to be of Anne Whateley (in fact likely to be Girolamo Casio),1495,https://www.wikiart.org/en/giovanni-antonio-boltraffio/portrait-alleged-to-be-of-anne-whateley-in-fact-likely-to-be-girolamo-casio-1495,high-renaissance
data/images/Renaissance/giovanni_antonio_boltraffio_portrait_of_gerolamo_casio.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,Portrait of Gerolamo Casio,1495,https://www.wikiart.org/en/giovanni-antonio-boltraffio/portrait-of-gerolamo-casio-1495,high-renaissance
data/images/Renaissance/giovanni_antonio_boltraffio_the_adolescent_saviour.jpg,Renaissance,wikiart,Giovanni Antonio Boltraffio,The Adolescent Saviour,1490-1495,https://www.wikiart.org/en/giovanni-antonio-boltraffio/the-adolescent-saviour,high-renaissance
data/images/Renaissance/pinturicchio_madonna_with_writing_child_and_bishop.jpg,Renaissance,wikiart,Pinturicchio,Madonna with Writing Child and Bishop,1495,https://www.wikiart.org/en/pinturicchio/madonna-with-writing-child-and-bishop-1495,high-renaissance
